date,EUR2M Curncy,EUR Curncy,EURUSDH2M BGN Curncy,EURUSDV2M BGN Curncy
2/3/2017,30.05,1.0783,9.0454,8.4525
2/6/2017,31.14,1.075,9.0416,8.6725
2/7/2017,30.25,1.0683,8.8249,8.75
2/8/2017,29.15,1.0698,8.796,8.6725
2/9/2017,28.72,1.0655,8.7357,8.465
2/10/2017,30.47,1.0643,8.7346,8.445
2/13/2017,30.23,1.0598,8.5652,8.425
2/14/2017,29.7,1.0578,8.3301,8.29
2/15/2017,29.15,1.0601,8.204,8.2075
2/16/2017,28.88,1.0674,8.1717,7.915
2/17/2017,28.6,1.0616,8.1626,8
2/20/2017,29.56,1.0614,8.1383,8.045
2/21/2017,29.4,1.0536,8.0815,8.505
2/22/2017,29.18,1.0558,8.1693,8.425
2/23/2017,28.85,1.0582,8.2386,9.36
2/24/2017,28.55,1.0563,8.3424,9.105
2/27/2017,29.77,1.0587,8.3259,9.2625
2/28/2017,29.55,1.0576,8.2854,8.9375
3/1/2017,30.05,1.0547,8.084,8.865
3/2/2017,30.61,1.0507,8.1287,9.035
3/3/2017,30.32,1.0622,7.9246,8.35
3/6/2017,30.6,1.0582,7.9471,8.3275
3/7/2017,30.79,1.0566,7.7004,8.425
3/8/2017,30.5,1.0541,7.5616,9.77
3/9/2017,31.36,1.0577,7.5523,9.775
3/10/2017,30.48,1.0673,7.5578,9.4825
3/13/2017,30.45,1.0653,7.3421,9.82
3/14/2017,31.47,1.0604,7.2294,9.88
3/15/2017,32.31,1.0734,7.2921,9.535
3/16/2017,33.5,1.0766,7.3425,8.58
3/17/2017,33.4,1.0738,7.3005,8.8775
3/20/2017,33.05,1.0739,7.2447,9.705
3/21/2017,32.67,1.0811,7.1352,9.515
3/22/2017,32.85,1.0797,7.0958,9.495
3/23/2017,34.4,1.0783,7.0529,9.58
3/24/2017,33.15,1.0798,7.0555,9.495
3/27/2017,31.72,1.0864,7.0625,9.46
3/28/2017,31.45,1.0814,7.0335,9.43
3/29/2017,31.45,1.0766,7.0678,9.41
3/30/2017,30.35,1.0674,7.0085,9.44
3/31/2017,30.25,1.0652,6.8647,9.47
4/3/2017,29.76,1.067,6.7824,9.46
4/4/2017,29.53,1.0674,6.7609,9.59
4/5/2017,28.85,1.0663,6.7341,9.5125
4/6/2017,30.15,1.0644,6.7701,10.065
4/7/2017,30.24,1.0591,6.7525,10.355
4/10/2017,30.37,1.0596,6.6959,10.42
4/11/2017,30.25,1.0605,6.6589,10.495
4/12/2017,31.03,1.0665,6.7043,10.73
4/13/2017,30.9,1.0613,6.7042,10.7925
4/14/2017,30.85,1.0618,6.6091,10.8275
4/17/2017,31.25,1.0643,6.5568,11.07
4/18/2017,31.05,1.073,6.5252,10.645
4/19/2017,30.46,1.0711,6.5128,10.385
4/20/2017,31.62,1.0717,6.5598,10.545
4/21/2017,31.99,1.0728,6.5713,10.87
4/24/2017,30.62,1.0868,7.5306,8.12
4/25/2017,30.85,1.0926,7.5321,8.4175
4/26/2017,32.34,1.0904,7.4679,8.3975
4/27/2017,33.86,1.0873,7.4816,8.035
4/28/2017,34.02,1.0895,7.5176,7.95
5/1/2017,33.99,1.0899,7.4677,7.985
5/2/2017,34.55,1.093,7.4602,7.68
5/3/2017,33.6,1.0886,7.388,7.595
5/4/2017,34.78,1.0985,7.3607,7.8225
5/5/2017,34.25,1.0998,7.358,7.8325
5/8/2017,33.14,1.0924,7.426,7.1325
5/9/2017,33.17,1.0874,7.4087,6.97
5/10/2017,33.33,1.0868,7.3135,6.915
5/11/2017,34.83,1.0861,7.2843,6.7875
5/12/2017,34.54,1.0931,7.3157,6.62
5/15/2017,34.1,1.0975,7.1669,6.795
5/16/2017,34.28,1.1083,7.1204,7.045
5/17/2017,34.92,1.1159,7.1232,7.32
5/18/2017,36,1.1103,7.2002,7.415
5/19/2017,35.52,1.1206,7.1803,7.38
5/22/2017,35.2,1.1237,7.2176,7.2825
5/23/2017,35.31,1.1183,7.286,7.325
5/24/2017,35.55,1.1219,7.2796,7.22
5/25/2017,36.49,1.121,7.2345,6.975
5/26/2017,36.72,1.1183,7.249,7.025
5/29/2017,36.21,1.1164,7.1731,7.105
5/30/2017,36.31,1.1186,7.2049,7.06
5/31/2017,36.15,1.1244,7.2024,6.86
6/1/2017,37.15,1.1213,7.2073,6.755
6/2/2017,36.41,1.1279,7.2834,6.7375
6/5/2017,35.92,1.1254,7.2677,6.7825
6/6/2017,35.95,1.1277,7.2363,6.81
6/7/2017,36,1.1257,7.3834,6.865
6/8/2017,37.46,1.1214,7.3935,6.6675
6/9/2017,37.27,1.1195,7.4103,6.3875
6/12/2017,36.66,1.1203,7.3349,6.21
6/13/2017,36.71,1.1211,7.3297,6.17
6/14/2017,36.9,1.1218,7.5178,6.19
6/15/2017,38.08,1.1145,7.5481,6.2825
6/16/2017,37.58,1.1198,7.5425,6.165
6/19/2017,37.09,1.1149,7.5443,6.035
6/20/2017,37.35,1.1134,7.5145,5.995
6/21/2017,36.92,1.1168,7.4702,6.0375
6/22/2017,38.08,1.1152,6.3624,6.035
6/23/2017,37.71,1.1194,6.2947,5.91
6/26/2017,37.3,1.1182,6.2703,5.8275
6/27/2017,37.79,1.1339,6.3936,6.245
6/28/2017,37.9,1.1378,6.5053,6.7925
6/29/2017,37.75,1.1441,6.5336,6.93
6/30/2017,36.36,1.1426,6.5312,6.665
7/3/2017,35.85,1.1364,6.5257,6.4775
7/4/2017,35.57,1.1346,6.4748,6.3925
7/5/2017,36.15,1.1352,6.4993,6.4875
7/6/2017,36.97,1.1423,6.4288,6.66
7/7/2017,36.34,1.1401,6.3926,6.7775
7/10/2017,36.47,1.1399,6.3921,6.555
7/11/2017,36.99,1.1467,6.4167,6.5975
7/12/2017,36.4,1.1412,6.4895,6.6375
7/13/2017,36.93,1.1398,6.5298,6.6125
7/14/2017,36.64,1.147,6.5432,6.57
7/17/2017,37.05,1.1478,6.484,6.7025
7/18/2017,37.68,1.1554,6.4654,7.2325
7/19/2017,36.99,1.1515,6.4492,7.17
7/20/2017,37.74,1.1631,6.6441,7.485
7/21/2017,37.51,1.1663,6.5806,7.475
7/24/2017,37.49,1.1642,6.5597,7.555
7/25/2017,37.65,1.1647,6.5862,7.725
7/26/2017,37.75,1.1734,6.6382,7.6775
7/27/2017,36.5,1.1677,6.7094,7.82
7/28/2017,39.25,1.1751,6.6359,7.82
7/31/2017,38.95,1.1842,6.6718,7.8025
8/1/2017,38.59,1.1802,6.6966,7.95
8/2/2017,38.67,1.1856,6.6674,7.9575
8/3/2017,40.26,1.187,6.696,8.2075
8/4/2017,39.24,1.1773,6.8447,7.975
8/7/2017,38.76,1.1795,6.6765,7.76
8/8/2017,37.99,1.1752,6.784,7.76
8/9/2017,38,1.1759,6.844,7.8375
8/10/2017,39.45,1.1772,6.8713,8.0125
8/11/2017,39.42,1.1821,6.9732,8
8/14/2017,39.29,1.178,6.8162,7.7675
8/15/2017,38.88,1.1735,6.8831,7.7675
8/16/2017,38.57,1.1767,6.9992,7.5775
8/17/2017,39.72,1.1723,7.0409,7.64
8/18/2017,39.18,1.1761,7.0539,7.625
8/21/2017,38.61,1.1815,7.0751,7.655
8/22/2017,38.26,1.1762,7.0937,7.6225
8/23/2017,38.53,1.1807,7.139,7.5475
8/24/2017,39.89,1.1799,7.1174,7.755
8/25/2017,39.59,1.1924,7.1617,7.705
8/28/2017,39.2,1.1979,7.0185,7.805
8/29/2017,39.4,1.1972,7.0825,8.2575
8/30/2017,38.62,1.1884,7.1226,8.11
8/31/2017,39.08,1.191,7.192,8.25
9/1/2017,38.75,1.186,7.2496,8.13
9/4/2017,38.21,1.1896,7.246,8.35
9/5/2017,38.18,1.1914,7.2824,8.53
9/6/2017,37.9,1.1917,7.3048,8.52
9/7/2017,39.39,1.2023,7.5387,8.48
9/8/2017,39,1.2036,7.6169,8.485
9/11/2017,38.31,1.1953,7.5479,8.1625
9/12/2017,38.42,1.1967,7.5474,8.095
9/13/2017,38.01,1.1885,7.5455,8.0625
9/14/2017,39.33,1.1919,7.6062,8.02
9/15/2017,38.65,1.1945,7.5649,7.9325
9/18/2017,38.42,1.1954,7.6222,8
9/19/2017,39,1.1994,7.4064,8.075
9/20/2017,38.6,1.1892,7.7328,7.795
9/21/2017,39.79,1.1941,7.7573,7.8475
9/22/2017,40.23,1.1951,7.748,8.0575
9/25/2017,40.1,1.1848,7.7153,8.1175
9/26/2017,39.81,1.1793,7.7152,7.98
9/27/2017,40.25,1.1745,7.7498,7.585
9/28/2017,39.27,1.1786,7.7159,7.555
9/29/2017,38.72,1.1814,7.7361,7.3275
10/2/2017,37.99,1.1733,7.7161,7.245
10/3/2017,37.21,1.1744,7.7082,6.995
10/4/2017,37.07,1.1759,7.571,6.925
10/5/2017,37.9,1.1711,7.5765,6.88
10/6/2017,37.72,1.173,7.5066,6.7375
10/9/2017,37.26,1.174,7.434,6.685
10/10/2017,37.83,1.1808,7.4501,6.9675
10/11/2017,38.25,1.1859,7.3748,7.0325
10/12/2017,39.25,1.183,7.3599,7.52
10/13/2017,38.32,1.182,7.3578,7.405
10/16/2017,37.36,1.1796,7.2366,7.3525
10/17/2017,37.28,1.1766,7.1887,7.19
10/18/2017,37.36,1.1787,7.1711,6.97
10/19/2017,40.8,1.1852,7.2194,7.1925
10/20/2017,40.22,1.1784,7.2415,7.2525
10/23/2017,39.71,1.1749,7.2236,7.25
10/24/2017,39.05,1.1761,7.2548,7.065
10/25/2017,38.32,1.1813,7.058,7.1075
10/26/2017,37.49,1.1651,7.136,6.8925
10/27/2017,36.98,1.1608,7.0828,6.8525
10/30/2017,42.74,1.1651,7.0587,6.7675
10/31/2017,42.29,1.1646,6.9929,6.4675
11/1/2017,42.43,1.1619,6.9655,6.345
11/2/2017,44.4,1.1658,6.9894,6.4025
11/3/2017,43.52,1.1608,6.955,6.16
11/6/2017,42.91,1.161,6.9487,5.9825
11/7/2017,43.37,1.1587,6.7087,6.0025
11/8/2017,44.1,1.1595,6.6006,5.91
11/9/2017,46.2,1.1642,6.6263,6.175
11/10/2017,46.36,1.1665,6.6004,6.15
11/13/2017,46.22,1.1667,6.5359,6.14
11/14/2017,45.68,1.1798,6.4984,6.5525
11/15/2017,45.89,1.1791,6.4923,6.5475
11/16/2017,47.82,1.177,6.4571,6.185
11/17/2017,47.28,1.179,6.462,6.245
11/20/2017,46.75,1.1733,6.1609,6.34
11/21/2017,47.13,1.1738,6.1385,6.1175
11/22/2017,46.78,1.1822,6.1364,6.06
11/23/2017,47.92,1.1851,6.0459,6.2
11/24/2017,47.71,1.1933,6.0022,6.61
11/27/2017,47.36,1.1898,6.0029,6.635
11/28/2017,48.9,1.184,6.0246,6.51
11/29/2017,48.69,1.1847,5.9756,6.5575
11/30/2017,49.37,1.1904,6.004,6.75
12/1/2017,48.65,1.1896,6.1863,6.8225
12/4/2017,49.67,1.1866,6.2549,6.8225
12/5/2017,50.72,1.1826,6.2486,6.6225
12/6/2017,52.61,1.1796,6.2191,6.605
12/7/2017,54.9,1.1773,6.2386,6.505
12/8/2017,54.06,1.1773,6.1925,6.34
12/11/2017,53.49,1.1769,6.1622,6.2225
12/12/2017,55.7,1.1742,6.1834,6.21
12/13/2017,57.45,1.1826,6.1127,6.075
12/14/2017,61.88,1.1778,6.1642,5.98
12/15/2017,67.82,1.1749,6.1695,5.855
12/18/2017,63.19,1.1782,6.1564,5.89
12/19/2017,56.87,1.184,6.0975,5.965
12/20/2017,56.62,1.1871,6.0775,6.07
12/21/2017,59.85,1.1874,6.062,6.075
12/22/2017,61.4,1.1862,6.044,5.92
12/25/2017,61.45,1.187,6.0148,5.985
12/26/2017,61.54,1.1858,5.8717,5.9775
12/27/2017,56.95,1.1888,5.8319,5.9625
12/28/2017,40.54,1.1943,5.7964,6.135
12/29/2017,42.35,1.2005,5.7915,6.3525
1/1/2018,42.15,1.2012,5.7117,6.47
1/2/2018,41.39,1.2059,5.6657,6.4975
1/3/2018,40.86,1.2015,5.6788,6.39
1/4/2018,41.27,1.2068,5.6684,6.9325
1/5/2018,41.3,1.2029,5.6656,6.7625
1/8/2018,42.43,1.1967,5.6837,6.6925
1/9/2018,41.75,1.1937,5.6361,6.56
1/10/2018,41.34,1.1948,5.7662,6.6375
1/11/2018,41.95,1.2032,5.9458,6.8525
1/12/2018,42.15,1.2202,6.0471,7.275
1/15/2018,44.05,1.2264,6.0803,7.71
1/16/2018,43.65,1.226,6.1376,7.1825
1/17/2018,43.03,1.2186,6.3133,7.3275
1/18/2018,42.9,1.2238,6.3114,7.495
1/19/2018,43.13,1.2222,6.3276,7.62
1/22/2018,45.45,1.2262,6.3818,7.61
1/23/2018,44.66,1.2299,6.4404,7.465
1/24/2018,44.01,1.2408,6.4874,8.005
1/25/2018,44.15,1.2396,6.9187,7.975
1/26/2018,44.05,1.2427,6.9618,8.01
1/29/2018,43.95,1.2383,7.0115,8.1075
1/30/2018,50.55,1.2402,7.0419,8.21
1/31/2018,50.14,1.2414,6.9114,7.805
2/1/2018,50.11,1.251,6.9036,7.85
2/2/2018,49.78,1.2463,7.0145,7.9625
2/5/2018,50.75,1.2367,7.0945,8.215
2/6/2018,50.07,1.2377,7.2222,8.38
2/7/2018,48.9,1.2264,7.283,8.1975
2/8/2018,49.62,1.2247,7.4157,8.4725
2/9/2018,50.99,1.2252,7.4776,8.4875
2/12/2018,52.46,1.2292,7.4774,8.275
2/13/2018,51.15,1.2352,7.4676,7.935
2/14/2018,51.1,1.2451,7.6132,8.0125
2/15/2018,52.08,1.2506,7.6715,7.9625
2/16/2018,51.78,1.2406,7.7253,7.8925
2/19/2018,53.4,1.2407,7.7504,7.7675
2/20/2018,52.81,1.2337,7.7952,7.91
2/21/2018,52.26,1.2284,7.8378,7.675
2/22/2018,52.31,1.233,7.9216,7.4475
2/23/2018,52.6,1.2295,7.9508,7.4425
2/26/2018,55.26,1.2317,7.9858,7.38
2/27/2018,56.32,1.2233,8.0321,7.4375
2/28/2018,56.27,1.2194,8.0439,7.505
3/1/2018,59.15,1.2267,8.1388,7.64
3/2/2018,58.61,1.2317,8.1588,7.69
3/5/2018,57.51,1.2336,8.2619,7.445
3/6/2018,57.84,1.2404,8.3065,7.52
3/7/2018,58.4,1.2411,8.3161,7.445
3/8/2018,59.58,1.2312,8.3862,7.345
3/9/2018,58.99,1.2307,8.388,7.0375
3/12/2018,58.5,1.2334,8.3014,6.8725
3/13/2018,59.73,1.239,8.2011,6.825
3/14/2018,60.78,1.2368,8.1177,6.62
3/15/2018,62.99,1.2305,8.0855,6.61
3/16/2018,59.8,1.229,8.0393,6.8825
3/19/2018,58.97,1.2335,7.9054,6.995
3/20/2018,58.18,1.2242,7.8284,6.895
3/21/2018,56.17,1.2338,7.8387,6.63
3/22/2018,59.15,1.2302,7.8026,6.8275
3/23/2018,58.85,1.2353,7.8023,6.875
3/26/2018,57.65,1.2444,7.7712,6.8325
3/27/2018,57.33,1.2403,7.376,6.71
3/28/2018,54.2,1.2308,7.3341,6.7925
3/29/2018,53.52,1.23,7.2957,6.7025
3/30/2018,53.56,1.2324,7.1771,6.6525
4/2/2018,53.45,1.2302,7.1528,6.7425
4/3/2018,53.67,1.227,7.1381,6.73
4/4/2018,54.74,1.2278,7.0822,6.5975
4/5/2018,55.6,1.224,7.0117,6.495
4/6/2018,54.28,1.2281,6.8973,6.265
4/9/2018,52.92,1.2321,6.8393,6.2625
4/10/2018,52.81,1.2356,6.7563,6.23
4/11/2018,53.05,1.2367,6.6858,6.185
4/12/2018,55.64,1.2327,6.6804,6.52
4/13/2018,54.96,1.2331,6.6372,6.3775
4/16/2018,53.92,1.238,6.4854,6.395
4/17/2018,53.22,1.237,6.4184,6.4225
4/18/2018,53.08,1.2374,6.3386,6.3475
4/19/2018,55.32,1.2345,6.3335,6.3925
4/20/2018,54.73,1.2288,6.3071,6.53
4/23/2018,54.14,1.2209,6.2549,6.9675
4/24/2018,53.76,1.2233,6.2105,6.8825
4/25/2018,53.13,1.2161,6.2168,6.925
4/26/2018,52.55,1.2103,6.3317,7.0075
4/27/2018,57.18,1.213,6.302,6.7275
4/30/2018,57.35,1.2078,6.3223,6.72
5/1/2018,56.88,1.1993,6.261,7.14
5/2/2018,56.46,1.1951,6.4236,7.0925
5/3/2018,56.7,1.1988,6.3009,7.02
5/4/2018,55.75,1.196,6.3337,6.9125
5/7/2018,54.78,1.1922,6.3305,6.9975
5/8/2018,54.39,1.1864,6.2659,7.265
5/9/2018,54.19,1.1851,6.3012,7.185
5/10/2018,56.4,1.1915,6.4455,6.985
5/11/2018,55.32,1.1943,6.4417,6.67
5/14/2018,54.2,1.1927,6.4557,6.665
5/15/2018,54.5,1.1838,6.553,6.935
5/16/2018,54.4,1.1808,6.6085,7.185
5/17/2018,55.95,1.1795,6.648,7.035
5/18/2018,55.3,1.1772,6.6474,6.9925
5/21/2018,55.15,1.1791,6.6219,7.2775
5/22/2018,55.38,1.1779,6.6527,7.16
5/23/2018,55.38,1.1697,6.7247,7.3025
5/24/2018,56.61,1.172,6.7306,7.0625
5/25/2018,56.89,1.1651,6.7862,7.1525
5/28/2018,56.05,1.1625,6.8466,7.4
5/29/2018,55.85,1.154,6.9393,8.3775
5/30/2018,54.65,1.1665,7.0879,7.71
5/31/2018,56.62,1.1693,7.1946,7.465
6/1/2018,55.64,1.1659,7.191,7.2275
6/4/2018,54.48,1.1699,7.1936,7.095
6/5/2018,54.32,1.1718,7.266,7.29
6/6/2018,55.18,1.1774,7.3085,7.3425
6/7/2018,57.6,1.18,7.3139,7.39
6/8/2018,56.89,1.1769,7.3128,7.575
6/11/2018,55.83,1.1784,7.3224,7.565
6/12/2018,55,1.1745,7.3821,7.56
6/13/2018,54.58,1.1791,7.4828,7.235
6/14/2018,54.47,1.1568,7.7469,7.57
6/15/2018,53.55,1.161,7.8024,7.47
6/18/2018,54.08,1.1623,7.8187,7.61
6/19/2018,53.17,1.159,7.8546,7.8575
6/20/2018,52.22,1.1572,7.8498,7.495
6/21/2018,54.64,1.1604,7.9481,7.7075
6/22/2018,54.64,1.1651,7.9872,7.5
6/25/2018,53.6,1.1704,8.0118,7.425
6/26/2018,53.29,1.1648,7.9048,7.395
6/27/2018,54.65,1.1554,7.937,7.3625
6/28/2018,54.84,1.1569,7.9581,7.545
6/29/2018,54.21,1.1684,8.1185,7.1275
7/2/2018,52.71,1.1639,8.0125,7.2375
7/3/2018,52.48,1.1658,7.9964,7.0525
7/4/2018,52.53,1.1657,7.9306,6.9575
7/5/2018,53.57,1.1691,7.94,6.87
7/6/2018,53.35,1.1746,7.9407,6.46
7/9/2018,53.69,1.1751,7.9241,6.4225
7/10/2018,52.78,1.1744,7.8182,6.395
7/11/2018,52.03,1.1674,7.8615,6.675
7/12/2018,52.97,1.1672,7.8327,6.79
7/13/2018,52.3,1.1685,7.7571,6.845
7/16/2018,52.7,1.1711,7.6883,6.7825
7/17/2018,52.7,1.1661,7.6527,6.615
7/18/2018,52.42,1.1639,7.6434,6.7225
7/19/2018,52.95,1.1642,7.7637,6.935
7/20/2018,52.19,1.1724,7.7663,6.79
7/23/2018,52.4,1.1692,7.6953,6.8225
7/24/2018,52.42,1.1687,7.7048,6.63
7/25/2018,52.29,1.1729,7.6557,6.585
7/26/2018,50.35,1.1643,7.5852,6.5325
7/27/2018,49.67,1.1657,7.4934,6.4925
7/30/2018,52.99,1.1706,7.38,6.595
7/31/2018,52.87,1.1691,7.2645,6.6125
8/1/2018,52.6,1.166,7.2063,6.42
8/2/2018,55.09,1.1585,7.1421,6.9375
8/3/2018,54.28,1.1568,7.0925,7.0875
8/6/2018,53.17,1.1554,7.0334,7.3275
8/7/2018,52.66,1.1599,7.0182,6.95
8/8/2018,52.67,1.161,6.9879,6.795
8/9/2018,54.19,1.1527,6.9725,7.07
8/10/2018,53.39,1.1413,7.1576,8.0525
8/13/2018,52.36,1.141,7.1519,7.915
8/14/2018,51.86,1.1344,6.8948,8.0425
8/15/2018,51.81,1.1345,6.862,8
8/16/2018,53.6,1.1377,6.923,7.65
8/17/2018,53.07,1.1438,6.883,7.4825
8/20/2018,52.34,1.1482,6.8819,7.425
8/21/2018,52.81,1.1571,6.8596,7.4
8/22/2018,52.92,1.1597,6.8199,7.34
8/23/2018,54.51,1.154,6.8238,7.755
8/24/2018,54.17,1.1622,6.8309,7.375
8/27/2018,53.71,1.1678,6.7968,7.2425
8/28/2018,53.72,1.1695,6.7765,7.0375
8/29/2018,53.88,1.1707,6.5752,7.0125
8/30/2018,55.03,1.1671,6.5512,7.2025
8/31/2018,54.79,1.1602,6.5904,7.4725
9/3/2018,54.03,1.1619,6.578,7.4775
9/4/2018,54.01,1.1582,6.5678,7.6425
9/5/2018,54.46,1.163,6.6202,7.3225
9/6/2018,56.8,1.1623,6.6348,7.48
9/7/2018,55.65,1.1553,6.6994,7.59
9/10/2018,54.94,1.1594,6.6517,7.5825
9/11/2018,54.14,1.1606,6.6691,7.5525
9/12/2018,54.35,1.1626,6.704,7.1875
9/13/2018,56.78,1.169,6.8138,7.0325
9/14/2018,55.75,1.1625,6.8117,7.07
9/17/2018,54.95,1.1683,6.8007,7.0425
9/18/2018,55.22,1.1667,6.7194,7.0525
9/19/2018,55.35,1.1673,6.6657,6.985
9/20/2018,57.56,1.1777,6.69,7.035
9/21/2018,56.89,1.1749,6.6823,7.0625
9/24/2018,56.08,1.1748,6.7798,7.09
9/25/2018,56.2,1.1767,6.7792,7.045
9/26/2018,58.19,1.1739,6.7735,6.8
9/27/2018,57.78,1.1641,6.8537,7.005
9/28/2018,56.42,1.1604,6.8703,7.115
10/1/2018,54.99,1.1578,6.8974,7.1675
10/2/2018,54.77,1.1548,6.9313,7.3425
10/3/2018,54.25,1.1478,6.9566,7.4125
10/4/2018,55.4,1.1514,6.9668,7.365
10/5/2018,55.48,1.1524,6.9841,7.235
10/8/2018,54.71,1.1492,6.9571,7.395
10/9/2018,54.9,1.1491,7.0133,7.515
10/10/2018,54.97,1.152,6.747,7.26
10/11/2018,57.1,1.1593,6.6993,7.3975
10/12/2018,56.2,1.156,6.6632,7.2525
10/15/2018,55.18,1.1579,6.6617,7.1625
10/16/2018,54.81,1.1574,6.6315,7.02
10/17/2018,54.56,1.1501,6.6151,7.04
10/18/2018,56.5,1.1453,6.6081,7.45
10/19/2018,55.9,1.1514,6.5792,7.315
10/22/2018,54.69,1.1464,6.5711,7.36
10/23/2018,56.79,1.1471,6.5647,7.425
10/24/2018,55.54,1.1392,6.5615,7.805
10/25/2018,57.1,1.1375,6.586,7.4925
10/26/2018,56.73,1.1403,6.5889,7.56
10/29/2018,55.8,1.1373,6.6652,7.475
10/30/2018,67.8,1.1345,6.6289,7.4675
10/31/2018,66.21,1.1312,6.591,7.5175
11/1/2018,68.57,1.1408,6.6302,7.305
11/2/2018,66.8,1.1388,6.6828,7.11
11/5/2018,66.38,1.1407,6.6082,7.24
11/6/2018,67.18,1.1427,6.5869,7.335
11/7/2018,67.63,1.1426,6.7316,6.915
11/8/2018,68.99,1.1363,6.7431,7.095
11/9/2018,69.18,1.1336,6.7457,7.185
11/12/2018,68.28,1.1218,6.7589,7.5925
11/13/2018,68.65,1.129,6.6632,7.71
11/14/2018,68.8,1.131,6.7862,7.7
11/15/2018,70.79,1.1328,6.9091,7.9
11/16/2018,69.07,1.1415,6.9683,7.445
11/19/2018,67.05,1.1454,6.9658,7.2825
11/20/2018,66.52,1.137,6.9668,7.2525
11/21/2018,66.79,1.1384,7.0087,7.155
11/22/2018,69.36,1.1403,6.8977,7.1725
11/23/2018,67.94,1.1337,6.9324,7.215
11/26/2018,65.95,1.1328,6.9355,7.07
11/27/2018,65.08,1.1289,6.8992,7.16
11/28/2018,65.32,1.1366,7.0309,7.1075
11/29/2018,64.57,1.1393,7.0432,7.195
11/30/2018,65.93,1.1317,7.0204,7.2
12/3/2018,67.26,1.1354,7.0114,7.12
12/4/2018,66.4,1.1343,7.0502,7.19
12/5/2018,65.53,1.1344,7.0469,7.165
12/6/2018,66.55,1.1374,7.1036,7.365
12/7/2018,65.59,1.1379,7.056,7.195
12/10/2018,66.64,1.1356,7.1041,7.3225
12/11/2018,65.38,1.1317,7.1018,7.26
12/12/2018,64.67,1.1369,7.1112,7.16
12/13/2018,65.17,1.1361,7.1418,6.895
12/14/2018,65.04,1.1306,7.167,6.995
12/17/2018,63.65,1.1348,7.1384,6.9525
12/18/2018,63.56,1.1361,7.1422,6.9875
12/19/2018,65.45,1.1376,7.1635,6.775
12/20/2018,64.45,1.1446,7.2688,6.99
12/21/2018,62.58,1.1372,7.3144,6.92
12/24/2018,62.58,1.1406,7.3142,7.18
12/25/2018,62.52,1.1392,7.2364,7.25
12/26/2018,62.32,1.1353,7.2366,7.2725
12/27/2018,58.13,1.143,7.2461,7.25
12/28/2018,58.41,1.1444,7.2716,7.28
12/31/2018,57.47,1.1467,7.2736,7.185
1/1/2019,57.46,1.1465,7.2023,7.21
1/2/2019,55.81,1.1344,7.2227,7.28
1/3/2019,56.4,1.1394,7.2857,7.275
1/4/2019,56.39,1.1395,7.3556,6.835
1/7/2019,58.83,1.1474,7.1615,6.8225
1/8/2019,57.25,1.1441,7.146,6.8275
1/9/2019,56.51,1.1543,7.2419,6.9425
1/10/2019,56.67,1.15,7.2031,6.7475
1/11/2019,56.68,1.1469,7.2518,6.7
1/14/2019,58.97,1.1469,7.1147,6.76
1/15/2019,57.87,1.1413,7.1284,6.8575
1/16/2019,56.65,1.1392,7.022,6.7275
1/17/2019,56.46,1.1389,7.0065,6.56
1/18/2019,56.37,1.1363,6.9511,6.5
1/21/2019,58.33,1.1365,6.8537,6.6825
1/22/2019,57.66,1.136,6.8206,6.6825
1/23/2019,56.6,1.1381,6.7512,6.6725
1/24/2019,56.21,1.1304,6.8314,6.615
1/25/2019,56.6,1.1406,6.8147,6.425
1/28/2019,55.85,1.1428,6.658,6.5525
1/29/2019,55,1.1433,6.6204,6.555
1/30/2019,58.85,1.148,6.7322,6.545
1/31/2019,58.87,1.1448,6.7041,6.3275
2/1/2019,58.87,1.1456,6.6499,6.1325
2/4/2019,60.6,1.1438,6.62,6.0825
2/5/2019,59.29,1.1406,6.552,6.13
2/6/2019,58.06,1.1362,6.5214,6.2
2/7/2019,57.84,1.1341,6.4433,6.26
2/8/2019,57.74,1.1323,6.3757,6.3425
2/11/2019,59.39,1.1276,6.3765,6.55
2/12/2019,58.7,1.1326,6.3188,6.4125
2/13/2019,57.32,1.1261,6.2512,6.425
2/14/2019,61.04,1.1295,6.3166,6.485
2/15/2019,60.9,1.1296,6.3446,6.54
2/18/2019,60.04,1.1311,6.2264,6.52
2/19/2019,59.19,1.1341,6.1206,6.38
2/20/2019,57.7,1.1338,6.0338,6.325
2/21/2019,56.41,1.1336,6.0663,6.18
2/22/2019,56.43,1.1335,6.0894,5.965
2/25/2019,58.5,1.1358,6.0323,5.79
2/26/2019,58.33,1.1389,5.9224,5.7575
2/27/2019,58.92,1.137,5.8741,5.685
2/28/2019,60.13,1.1371,5.9039,5.815
3/1/2019,59.09,1.1365,5.949,5.75
3/4/2019,57.83,1.134,5.8489,5.855
3/5/2019,57.64,1.1308,5.7836,5.88
3/6/2019,57.45,1.1307,5.6604,5.9125
3/7/2019,58.97,1.1193,5.7139,6.185
3/8/2019,58.51,1.1235,5.6693,5.88
3/11/2019,57.7,1.1245,5.5259,5.7325
3/12/2019,57.7,1.1288,5.5618,5.7425
3/13/2019,57.93,1.1327,5.4782,5.615
3/14/2019,59.76,1.1304,5.4523,5.525
3/15/2019,59,1.1326,5.2815,5.3
3/18/2019,58.35,1.1337,5.2314,5.185
3/19/2019,58.2,1.1352,5.2154,5.2225
3/20/2019,59.01,1.1413,5.4264,5.25
3/21/2019,61.89,1.1374,5.4976,5.845
